title,serial
V8 Supercars Australia 3 (Australia),SLES-53089
"Valkyrie Profile 2 - Silmeria (Europe, Australia)",SLES-54644
Valkyrie Profile 2 - Silmeria (France),SLES-54645
Valkyrie Profile 2 - Silmeria (Germany),SLES-54646
Valkyrie Profile 2 - Silmeria (Italy),SLES-54647
"Valkyrie Profile 2 - Silmeria (Japan, Korea)",SCKA-20079
"Valkyrie Profile 2 - Silmeria (Japan, Korea)",SLPM-66419
"Valkyrie Profile 2 - Silmeria (Japan, Korea)",SLPM-66782
Valkyrie Profile 2 - Silmeria (Spain),SLES-54648
Valkyrie Profile 2 - Silmeria (USA),SLUS-21452
Value 2000 Series - Igo 4 (Japan),SLPS-20386
Value 2000 Series - Shougi 4 (Japan),SLPS-20387
Vampire - Darkstalkers Collection (Japan),SLPM-65998
Vampire - Darkstalkers Collection (Japan),SLPM-66637
"Vampire Night (Europe, Australia) (En,Fr,De,Es,It)",SCES-50411
"Vampire Night (Japan, Asia)",SCPS-55003
"Vampire Night (Japan, Asia)",SLPS-25077
"Vampire Night (Japan, Asia)",SLPS-73412
Vampire Night (USA),SLUS-20221
Vampire Panic (Japan),SLPM-62506
"Van Helsing (Europe, Australia) (En,Fr,De,Es,It)",SLES-51908
Van Helsing (Japan),SLPM-65723
Van Helsing (USA),SLUS-20738
Vans Warped Tour '01 (USA),SCUS-97153
Vegas Casino II (Europe),SLES-52477
"Vehicular Combat League Presents - Motor Mayhem (Europe) (En,Fr,De)",SLES-50438
Vehicular Combat League Presents - Motor Mayhem (USA),SLUS-20171
Velvet File (Japan),SLPS-20034
Velvet File Plus (Japan),SLPS-25097
Venus & Braves - Majo to Megami to Horobi no Yogen (Japan),SLPS-25196
Venus & Braves - Majo to Megami to Horobi no Yogen (Japan),SLPS-73236
Venus & Braves - Majo to Megami to Horobi no Yogen (Japan) (Premium Box),SLPS-25195
"Vexx (Europe) (En,Fr,De,Es,It)",SLES-50481
Vexx (Korea),SLKA-25121
Vexx (USA),SLUS-20383
Vib-Ripple (Japan),SCPS-11032
Victorious Boxers - Ippo's Road to Glory (Europe),SLES-50280
Victorious Boxers - Ippo's Road to Glory (USA),SLUS-20282
Victorious Boxers - Ippo's Road to Glory (USA) (Demo),SLUS-29013
"Victorious Boxers 2 - Fighting Spirit (Europe) (En,Fr,De)",SLES-53338
Victorious Boxers 2 - Fighting Spirit (USA),SLUS-21204
Victory Wings - Zero Pilot Series (Japan),SLPM-62511
"Video Poker & Blackjack (Europe) (En,Fr,De,Es,It)",SLES-52616
"Vietcong - Purple Haze (Europe) (En,Fr,De,Es)",SLES-52798
"Vietcong - Purple Haze (Italy) (En,It)",SLES-52799
Vietcong - Purple Haze (USA),SLUS-21068
Viewtiful Joe - A New Hope (Korea),SLKA-25452
Viewtiful Joe - Aratanaru Kibou (Japan),SLPM-65699
"Viewtiful Joe (Europe) (En,Fr,De,Es,It) (Beta) (2004-09-02)",SLES-52678
"Viewtiful Joe (Europe, Australia) (En,Fr,De,Es,It)",SLES-52678
Viewtiful Joe (USA),SLUS-20951
Viewtiful Joe (USA) (Beta) (2004-07-01),SLUS-20951
Viewtiful Joe 2 - Black Film no Nazo (Japan),SLPM-65824
Viewtiful Joe 2 - Black Film no Nazo (Japan) (Tokubetsu Taikenban),SLPM-61094
"Viewtiful Joe 2 (Europe) (En,Fr,De,Es,It)",SLES-52868
Viewtiful Joe 2 (USA),SLUS-20939
Viorate no Atelier - Gramnad no Renkinjutsushi 2 (China),SCCS-40015
Viorate no Atelier - Gramnad no Renkinjutsushi 2 (Japan),SLPM-65311
Viorate no Atelier - Gramnad no Renkinjutsushi 2 (Japan) (Gust Best Price),SLPM-65683
Virtua Cop - Elite Edition (Europe),SLES-51229
"Virtua Cop Re-Birth (Japan) (En,Ja)",SLPM-62205
"Virtua Fighter - 10th Anniversary Edition (Europe) (En,Fr,De,Es,It)",SLES-51699
Virtua Fighter - 10th Anniversary Fukkoku-ban (Japan),SLPM-68008
Virtua Fighter - 10th Anniversary Fukkoku-ban (Japan),SLPM-68018
Virtua Fighter - Cyber Generation - Judgment Six no Yabou (Japan),SLPM-65632
Virtua Fighter - Cyber Generation - Judgment Six no Yabou (Japan) (Taikenban),SLPM-60242
Virtua Fighter - Cyber Generation - Judgment Six no Yabou (Japan) (Taikenban),SLPM-60245
"Virtua Fighter 4 - Evolution (Europe) (En,Fr,De,Es,It)",SLES-51616
Virtua Fighter 4 - Evolution (Japan),SLPM-65270
Virtua Fighter 4 - Evolution (Japan) (Taikenban),SLPM-61041
Virtua Fighter 4 - Evolution (Korea),SLKA-25043
Virtua Fighter 4 - Evolution (Korea),SLKA-25188
"Virtua Fighter 4 (Europe) (En,Fr,De,Es,It)",SCES-50759
"Virtua Fighter 4 (Japan, Asia)",SLPM-62130
"Virtua Fighter 4 (Japan, Asia)",SLPM-62158
Virtua Fighter 4 (USA),SLUS-20323
"Virtua Pro Football (Europe) (En,Fr,De,Es,It)",SLES-54153
Virtua Quest (USA),SLUS-20977
"Virtua Tennis 2 - Sega Professional Tennis (Europe) (En,Fr,De,Es)",SLES-51232
Virtual View - Megumi Eizou Play (Japan),SLPS-25260
Virtual View - Nemoto Harumi Eizou Play (Japan),SLPS-25259
Virtual View - R.C.T. Eizou Play (Japan),SLPS-25258
Vitamin X - We are Super Supriment Boys (Japan),SLPS-25761
Vitamin X - We are Super Supriment Boys (Japan) (Genteiban),SLPS-25760
Vitamin Z - Welcome Our New Supplement Boys (Japan),SLPS-25923
Vitamin Z - Welcome Our New Supplement Boys (Japan) (Genteiban),SLPS-25922
VM Japan (Japan),SLPM-65806
Volleyball Challenge (Europe),SLES-52520
Volleyball Xciting (Europe),SLES-51765
V-Rally 3 (Europe) (Demo),SLED-51212
"V-Rally 3 (Europe) (En,Fr,De,Es,It)",SLES-50725
"V-Rally 3 (Japan) (En,Ja,Fr,De,Es,It) (v1.02)",SLPM-65191
"V-Rally 3 (Japan) (En,Ja,Fr,De,Es,It) (v2.00)",SLPM-65539
V-Rally 3 (USA),SLUS-20496
"Wacky Races - Mad Motors (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi) (v1.03)",SLES-54670
"Wacky Races - Mad Motors (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi) (v2.00)",SLES-54670
"Wacky Races Starring Dastardly & Muttley (Europe) (En,Fr,De,Es,It,Nl)",SLES-50183
Wacky Zoo GP (Europe),SLES-54956
Waga Ryuu o Miyo - Pride of the Dragon Peace (Japan),SCPS-15080
Waga Ryuu o Miyo - Pride of the Dragon Peace (Japan) (User Taikenban),PAPX-90521
Wakeboarding Unleashed featuring Shaun Murray (Europe),SLES-51272
Wakeboarding Unleashed featuring Shaun Murray (France),SLES-51273
Wakeboarding Unleashed featuring Shaun Murray (USA),SLUS-20418
"Wallace & Gromit - The Curse of the Were-Rabbit (Europe) (En,Fr,De,Es,It)",SLES-53621
Wallace & Gromit - The Curse of the Were-Rabbit (USA),SLUS-21312
"Wallace & Gromit in Project Zoo (Europe) (En,Fr,De,Es,It)",SLES-51989
Wallace & Gromit in Project Zoo (Germany),SLES-52026
Wallace & Gromit in Project Zoo (UK),SLES-51372
Wallace & Gromit in Project Zoo (USA),SLUS-20647
Wallace to Gromit - Yasaibatake de Dai-Pinch! (Japan),SLPM-66327
Walt Disney Pictures Bolt (USA),SLUS-21844
"Walt Disney Pictures Presents Meet the Robinsons (Europe) (En,De,Es)",SLES-54510
"Walt Disney Pictures Presents Meet the Robinsons (Europe) (Fr,It,Nl)",SLES-54679
Walt Disney Pictures Presents Meet the Robinsons (USA),SLUS-21453
"Walt Disney's The Jungle Book - Groove Party (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl)",SLES-50045
Walt Disney's The Jungle Book - Rhythm n' Groove (USA),SLUS-20075
Wand of Fortune - Mirai e no Prologue (Japan),SLPM-55246
Wand of Fortune (Japan),SLPM-55176
Wand of Fortune (Japan),SLPM-55177
Wander and the Colossus (Korea),SCKA-20061
Wander to Kyozou (Japan),SCPS-15097
Wander to Kyozou (Japan),SCPS-19320
Wander to Kyozou (Japan),SCPS-19335
"Wang Da Yu Ju Xiang (Asia) (En,Ja,Zh)",SCAJ-20146
"Wang Da Yu Ju Xiang (Asia) (En,Ja,Zh)",SCAJ-20196
Wangan Midnight (Japan),SLPS-20185
Wangan Midnight (Japan) (Taikenban),SLPM-60175
"War Chess (Europe) (En,Fr,De,Es,It)",SLES-51973
"War of the Monsters (Europe) (En,Fr,De,Es,It)",SCES-51224
War of the Monsters (Korea),SCKA-20003
War of the Monsters (USA),SCUS-97197
War of the Monsters (USA) (Demo),SCUS-97260
"Warhammer 40,000 - Fire Warrior (Europe) (Demo)",SLED-51676
"Warhammer 40,000 - Fire Warrior (Europe) (En,Fr,De,Es,It) (Beta) (2003-07-07)",SLES-50958
"Warhammer 40,000 - Fire Warrior (Europe) (En,Fr,De,Es,It) (Beta) (2003-07-09)",SLES-50958
"Warhammer 40,000 - Fire Warrior (Europe) (En,Fr,Es,It)",SLES-50958
"Warhammer 40,000 - Fire Warrior (USA)",SLUS-20597
"Warhammer 40,000 - Fire Warrior (USA) (Demo)",SLUS-29049
Warrior Blade - Rastan vs. Barbarian-hen (Japan),SLPM-62292
"Warriors of Might and Magic (Europe) (En,Fr,De,Es,It)",SLES-50187
Warriors of Might and Magic (Japan),SLPM-65132
Warriors of Might and Magic (USA),SLUS-20006
Warriors Orochi (Europe),SLES-54875
Warriors Orochi (France),SLES-54876
Warriors Orochi (Germany),SLES-54877
Warriors Orochi (USA),SLUS-21662
Warriors Orochi 2 (Europe),SLES-55382
Warriors Orochi 2 (France),SLES-55383
Warriors Orochi 2 (Germany),SLES-55384
Warriors Orochi 2 (USA),SLUS-21803
"Warriors, The (Europe, Australia) (En,Fr,De,Es,It)",SLES-53443
"Warriors, The (USA) (En,Fr,De,Es,It)",SLUS-21215
Warship Gunner 2 - Kurogane no Houkou (Japan),SLPM-55250
Warship Gunner 2 - Kurogane no Houkou (Japan),SLPM-66656
Warship Gunner 2 (USA),SLUS-21387
"Water Horse, The - Legend of the Deep (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",SLES-54984
Wave Rally (Japan),SLPS-20170
Wave Rally (Korea),SLPM-64507
Wave Rally (USA),SLUS-20313
"Way of the Samurai (Europe) (En,Fr,De)",SLES-50921
Way of the Samurai (Korea),SLPM-64527
Way of the Samurai (USA),SLUS-20407
"Way of the Samurai 2 (Europe) (En,Fr,De)",SLES-52275
"Way of the Samurai 2 (Europe) (En,Fr,De) (Beta) (2004-02-10)",SLES-52275
Way of the Samurai 2 (USA),SLUS-20893
"WCR - World Championship Rugby (Europe, Australia) (En,Fr)",SLES-52312
We Are- (Japan),SLPM-66448
We Love Katamari (Europe) (Beta) (2005-09-21),SLUS-21230
"We Love Katamari (Europe) (En,Fr,Es,It)",SLES-53828
We Love Katamari (USA),SLUS-21230
"Weakest Link, The (Europe)",SLES-50503
Welcome to the World of Online Gaming for Your PlayStation 2 (USA),SCUS-97394
Welcome to Universal Studios Japan (Japan),SLPM-62349
Wer wird Millionaer - 2. Edition (Germany),SLES-50497
Wer wird Millionaer - Party Edition (Germany),SLES-54805
Wheel of Fortune (USA),SLUS-20790
"Whiplash (Europe) (En,Fr,De,Es,It)",SLES-51958
Whiplash (USA),SLUS-20684
Whiplash (USA) (Demo),SLUS-29080
"Whirl Tour (Europe) (En,Fr,De,Es,It)",SLES-51126
Whirl Tour (USA),SLUS-20489
White Breath - Kizuna (Japan),SLPM-66607
"White Clarity - And, the Tears Became You (Japan) (Shokai Genteiban)",SLPM-66214
White Princess the Second - Yappari Ichizu ni Ittemo Soujanakutemo OK na Gotsugou Shugi Gakuen Ren'ai Adventure!! (Japan),SLPM-66078
White Princess the Second - Yappari Ichizu ni Ittemo Soujanakutemo OK na Gotsugou Shugi Gakuen Ren'ai Adventure!! (Japan),SLPM-66588
White Van Racer (Europe),SLES-54550
"Whiteout (Europe) (En,Fr,De)",SLES-51451
Whiteout (USA),SLUS-20599
Who Wants to Be a Millionaire - 2nd Edition (Europe),SLES-50495
Who Wants to Be a Millionaire - 2nd Edition (Europe) (Beta) (2001-11-01),SLES-50495
Wild Arms - Advanced 3rd (Japan) (Premium Box),SCPS-15023
"Wild Arms - Advanced 3rd (Japan, Asia)",SCPS-15024
"Wild Arms - Advanced 3rd (Japan, Asia)",SCPS-19205
"Wild Arms - Advanced 3rd (Japan, Asia)",SCPS-55006
Wild Arms - Alter Code - F (Japan) (v1.03),SCPS-17002
Wild Arms - Alter Code - F (Japan) (v2.00),SCPS-19251
Wild Arms - Alter Code - F (Japan) (v2.00),SCPS-19253
Wild Arms - Alter Code - F (USA),SLUS-20937
Wild Arms - The 4th Detonator (Japan),SCPS-19313
Wild Arms - The 4th Detonator (Japan),SCPS-19322
Wild Arms - The 4th Detonator (Japan) (Shokai Seisanban),SCPS-15091
Wild Arms - The Vth Vanguard (Japan),SCPS-15118
Wild Arms - The Vth Vanguard (Japan),SCPS-19333
Wild Arms - The Vth Vanguard (Japan) (Taikenban),PAPX-90524
Wild Arms 3 (Europe),SLES-51307
Wild Arms 3 (USA),SCUS-97203
Wild Arms 3 (USA) (Demo),SCUS-97224
Wild Arms 4 (Europe),SLES-54239
Wild Arms 4 (USA),SLUS-21292
"Wild Arms 5 (Europe) (En,Fr,It)",SLES-54972
Wild Arms 5 (USA),SLUS-21615
"Wild Water Adrenaline featuring Salomon (Europe) (En,Fr,De,Es,It)",SLES-53595
"Wild Wild Racing (Europe) (En,Fr,De,Es,It)",SLES-50009
Wild Wild Racing (Japan),SLPS-20021
Wild Wild Racing (USA),SLUS-20108
Will O' Wisp - Easter no Kiseki (Japan),SLPM-55051
Will O' Wisp (Japan),SLPM-66842
Will O' Wisp (Japan) (Genteiban),SLPM-66841
"WinBack - Covert Operations (USA) (En,Ja)",SLUS-20160
WinBack (Japan),SLPM-62023
WinBack (Japan),SLPM-62299
WinBack (Japan),SLPM-62567
WinBack (Japan),SLPM-62201
WinBack (Korea),SLPM-64502
"WinBack (Taiwan) (En,Ja,Zh)",SLPM-62163
WinBack 2 - Project Poseidon (Japan),SLPM-55113
WinBack 2 - Project Poseidon (Japan),SLPM-66431
WinBack 2 - Project Poseidon (Korea),SLKA-25380
WinBack 2 - Project Poseidon (USA),SLUS-20947
Wind - A Breath of Heart (Japan),SLPM-65464
Wind - A Breath of Heart (Japan),SLPM-66635
"Winning Eleven - Pro Evolution Soccer 2007 (USA) (En,Fr,De,Es,It)",SLUS-21464
Winning Post 4 Maximum (Japan),SLPM-62019
Winning Post 4 Maximum 2001 (Japan),SLPM-62060
Winning Post 4 Maximum 2001 (Japan) (Super Value Set),SLPM-62058
Winning Post 5 (Japan),SLPM-62123
Winning Post 5 Maximum 2002 (Japan),SLPM-62221
Winning Post 5 Maximum 2002 (Japan) (Premium Pack),SLPM-62280
Winning Post 5 Maximum 2003 (Japan),SLPM-65298
Winning Post 6 - 2005-nendoban (Japan),SLPM-65894
Winning Post 6 (Japan),SLPM-65346
Winning Post 6 (Japan),SLPM-66559
Winning Post 6 (Japan),SLPM-66173
Winning Post 6 (Japan) (Premium Pack),SLPM-65385
Winning Post 6 Maximum 2004 (Japan),SLPM-65582
Winning Post 7 (Japan) (v1.00),SLPM-66811
Winning Post 7 (Japan) (v1.03),SLPM-66087
Winning Post 7 Maximum 2006 (Japan),SLPM-66342
Winning Post 7 Maximum 2007 (Japan) (v1.00),SLPM-66904
Winning Post 7 Maximum 2007 (Japan) (v1.01),SLPM-66702
Winning Post 7 Maximum 2007 (Japan) (v2.00),SLPM-66702
Winning Post 7 Maximum 2008 (Japan),SLPM-66950
Winning Post World (Japan),SLPM-55150
Winning Post World 2010 (Japan),SLPM-55253
"Winter Sports (Europe) (En,Fr,De,Es,It)",SLES-53948
"Winter Sports 2 - The Next Challenge (USA) (En,Fr)",SLUS-21849
Winter Sports 2008 - The Ultimate Challenge (Europe),SLES-54940
"Winter Sports 2008 - The Ultimate Challenge (USA) (En,Fr)",SLUS-21713
"Winter Sports 2009 - The Next Challenge (France) (En,Fr)",SLES-55411
"Winter Sports 2009 - The Next Challenge (Germany) (En,De)",SLES-55379
"Winter X Games Snowboarding (Europe) (En,Fr,De)",SLES-50035
"Winter X Games Snowboarding 2 (Europe) (En,Fr,De)",SLES-50670
Winter X Games Snowboarding 2002 (USA),SLUS-20321
"Winx Club (Europe) (En,Fr,De,Es,It)",SLES-53219
WipEout Fusion (Europe) (Demo),SCED-50768
"WipEout Fusion (Europe) (En,Fr,De,Es,It)",SCES-50005
WipEout Fusion (USA),SLUS-20462
"WipEout Pulse (Europe) (En,Fr,De,Es,It)",SCES-54748
"Without Warning (Europe) (En,Fr,De,Es,It)",SLES-53716
"Without Warning (Europe) (En,Fr,De,Es,It) (Beta) (2005-08-08)",SLPS-99999
"Without Warning (USA) (En,Fr,Es)",SLUS-21156
Wizardry - Tale of the Forsaken Land (Europe),SLES-51118
Wizardry - Tale of the Forsaken Land (USA),SLUS-20259
Wizardry Empire III - Haou no Keifu (Japan),SLPM-62409
Wizardry Empire III - Haou no Keifu (Japan) (Good Price - Suuryou Genteiban),SLPM-62550
Wizardry Gaiden - Sentou no Kangoku - Prisoners of the Battles (Japan),SLPM-62742
Wizardry Summoner (Japan),SLPM-62720
Wizardry Xth - Zensen no Gakufu (Japan),SLPM-66234
Wizardry Xth 2 - Mugen no Gakuto (Japan),SLPM-66300
Wizardry Xth 2 - Mugen no Gakuto (Japan),SLPM-66749
WM Nationalspieler (Germany),SLES-50854
Wonder Zone (Japan),SLPM-67001
"Woody Woodpecker (Europe) (En,Fr,De,Es,It)",SLES-50613
Woody Woodpecker (Korea),SLPM-64519
Woody Woodpecker (USA),SLUS-20341
"wordimagesoundplay (Japan) (En,Ja)",SLPM-65484
"World Challenge (Europe) (En,Fr,De,Nl)",SLES-51580
World Championship Cards (USA),SLUS-21340
World Championship Paintball (USA),SLUS-21457
"World Championship Poker (Europe) (En,Fr,De,Es,It)",SLES-53130
"World Championship Poker (USA, Canada)",SLUS-21028
"World Championship Poker 2 featuring Howard Lederer (Europe, Australia) (En,Fr,De,Es,It)",SLES-53995
World Championship Poker 2 featuring Howard Lederer (USA),SLUS-21176
"World Championship Poker featuring Howard Lederer - All In (Europe) (En,Fr,De,Es,It)",SLES-54547
World Championship Poker featuring Howard Lederer - All In (USA),SLUS-21412
"World Championship Pool 2004 (Europe) (En,Fr,De)",SLES-52483
World Championship Pool 2004 (USA),SLUS-20760
"World Championship Snooker 2002 (Europe) (En,Fr,De)",SLES-50395
World Championship Snooker 2003 (Europe),SLES-51398
World Championship Snooker 2004 (Europe),SLES-52386
"World Destruction League - Thunder Tanks (Europe) (En,Fr,De,Es,It)",SLES-50170
World Destruction League - Thunder Tanks (USA),SLUS-20005
"World Destruction League - WarJetz (Europe) (En,Fr,De,Es,It)",SLES-50262
World Destruction League - WarJetz (USA),SLUS-20007
World Fantasista (Japan),SLPS-20195
World Fighting (Europe),SLES-52516
World Football Climax (Japan),SLPM-66324
World Heroes Anthology (Europe),SLES-55233
"World Heroes Anthology (USA, Canada)",SLUS-21725
World of Outlaws - Sprint Cars (Europe),SLES-51509
World of Outlaws - Sprint Cars 2002 (USA),SLUS-20283
"World Poker Tour (Europe) (En,Fr,De)",SLES-53689
World Poker Tour (USA),SLUS-21333
"World Racing (Europe) (En,Es,It)",SLES-51387
"World Racing (Europe) (Fr,De)",SLES-51881
"World Racing 2 (Europe) (En,Fr,De,Es,It)",SLES-53646
World Series Baseball 2K3 (USA),SLUS-20611
"World Series of Poker - Tournament of Champions - 2007 Edition (Europe, Australia)",SLES-54448
World Series of Poker - Tournament of Champions - 2007 Edition (USA),SLUS-21491
World Series of Poker (Europe),SLES-53724
World Series of Poker (USA),SLUS-21301
World Series of Poker 2008 - Battle for the Bracelets (Europe),SLES-54961
World Series of Poker 2008 - Battle for the Bracelets (USA),SLUS-21686
World Snooker Championship 2005 (Europe),SLES-53082
World Snooker Championship 2007 (Europe),SLES-54013
World Soccer Winning Eleven 10 - Liveware Evolution (Korea),SLKA-25153
World Soccer Winning Eleven 10 (Japan),SLPM-66374
World Soccer Winning Eleven 10 (Korea),SLKA-25381
"World Soccer Winning Eleven 2008 (Japan, Korea) (En,Ja)",SLKA-25409
"World Soccer Winning Eleven 2008 (Japan, Korea) (En,Ja)",SLPM-66885
"World Soccer Winning Eleven 2009 (Japan, Asia) (En,Ja)",SLAJ-25111
"World Soccer Winning Eleven 2009 (Japan, Asia) (En,Ja)",SLPM-55131
"World Soccer Winning Eleven 2010 - Aoki Samurai no Chousen (Japan) (En,Ja)",SLPM-55258
"World Soccer Winning Eleven 2010 (Japan, Asia) (En,Ja)",SLAJ-25114
"World Soccer Winning Eleven 2010 (Japan, Asia) (En,Ja)",SLPM-55209
"World Soccer Winning Eleven 2011 (Asia) (En,Zh)",SLAJ-25115
"World Soccer Winning Eleven 2011 (Japan) (En,Ja)",SLPM-55276
"World Soccer Winning Eleven 2012 (Japan) (En,Ja)",SLPM-55294
World Soccer Winning Eleven 2012 (Korea),SLKA-25480
World Soccer Winning Eleven 5 - Final Evolution (Japan),SLPM-62113
World Soccer Winning Eleven 5 (Japan),SLPM-62053
World Soccer Winning Eleven 6 - Final Evolution (Japan),SLPM-62268
World Soccer Winning Eleven 6 - International (Asia),SLAJ-25005
World Soccer Winning Eleven 6 - International (Korea),SLKA-25025
World Soccer Winning Eleven 6 - International (USA),SLUS-20623
World Soccer Winning Eleven 6 (Japan),SLPM-62159
World Soccer Winning Eleven 7 - International (China),SCCS-40014
"World Soccer Winning Eleven 7 - International (Japan) (En,Ja,Fr,De,Es,It)",SLPM-65498
"World Soccer Winning Eleven 7 - International (Korea) (En,Ko)",SLKA-25117
"World Soccer Winning Eleven 7 - International (USA) (En,Es)",SLUS-20863
World Soccer Winning Eleven 7 (Japan),SLPM-62356
World Soccer Winning Eleven 8 - Asia Championship (China),SCCS-40022
World Soccer Winning Eleven 8 - International (Korea),SLKA-25262
"World Soccer Winning Eleven 8 - International (USA) (En,Es)",SLUS-21117
World Soccer Winning Eleven 8 - Liveware Evolution (Japan),SLPM-65788
World Soccer Winning Eleven 8 (Japan),SLPM-65657
World Soccer Winning Eleven 8 (Korea),SLKA-25203
World Soccer Winning Eleven 9 - Liveware Evolution (Korea),SLKA-25359
World Soccer Winning Eleven 9 (Japan),SLPM-66009
World Soccer Winning Eleven 9 (Japan),SLPM-66255
World Soccer Winning Eleven 9 (Korea),SLKA-25298
"World Soccer Winning Eleven 9 (USA) (En,Es)",SLUS-21220
"World Super Police (Europe, Australia)",SLES-54080
World Tank Museum for Game - Toubu Sensen (Japan),SLPM-66135
World Tour Soccer 2002 (USA),SCUS-97172
World Tour Soccer 2002 (USA) (Demo),SCUS-97192
World Tour Soccer 2003 (USA) (Demo),SCUS-97236
"World Tour Soccer 2003 (USA) (En,Fr,De,Es,It,Nl,Pt)",SCUS-97233
World Tour Soccer 2005 (USA) (Demo),SCUS-97396
"World Tour Soccer 2005 (USA) (En,Fr,Es,It)",SCUS-97365
"World Tour Soccer 2006 (USA) (En,Fr,Es,It)",SCUS-97463
"World Tour Soccer 2006 (USA) (En,Fr,Es,It) (Demo)",SCUS-97473
"World War Zero - IronStorm (Europe) (En,Fr,De,Es,It)",SLES-51924
World Wrestling Championship (Europe),SLES-54792
"Worms 3D (Europe) (En,Fr,De,Es,It)",SLES-51843
"Worms 3D (USA) (En,Fr)",SLUS-20894
Worms 4 - Mayhem (Europe) (Demo),SLED-53097
"Worms 4 - Mayhem (Europe) (En,Fr,De,Es,It)",SLES-53096
"Worms Blast (Europe) (En,Fr,De,Es,It)",SLES-50589
"Worms Forts - Under Siege (Europe) (En,Fr)",SLES-52342
"Worms Forts - Under Siege (Europe, Australia) (En,Fr,De,Es,It)",SLES-52734
"Worms Forts - Under Siege (USA) (En,Fr)",SLUS-21093
"Wrath Unleashed (Europe) (En,Fr,De,Es,It)",SLES-52101
Wrath Unleashed (USA),SLUS-20840
"WRC - Rally Evolved (Europe) (En,Fr,De,Es,It,Pt,No,Fi) (v1.01)",SCES-53247
"WRC - Rally Evolved (Europe, Australia) (En,Fr,De,Es,It,Pt,No,Fi) (v2.00)",SCES-53247
WRC - World Rally Championship (Europe) (Demo),SCED-50520
"WRC - World Rally Championship (Europe, Australia) (En,Fr,De,Es,It,Pt,Fi)",SCES-50139
"WRC - World Rally Championship (Japan) (En,Ja)",SLPS-25099
WRC - World Rally Championship (USA),SLUS-20419
"WRC 3 - The Official Game of the FIA World Rally Championship (Europe) (En,Fr,De,Es,It,Pt,No,Fi) (Demo 1)",SCED-52141
"WRC 3 - The Official Game of the FIA World Rally Championship (Europe, Australia) (En,Fr,De,Es,It,Pt,No,Fi)",SCES-51684
WRC 3 - The Official Game of the FIA World Rally Championship (Japan),SLPM-65583
WRC 3 - The Official Game of the FIA World Rally Championship (Japan),SLPM-66103
WRC 4 - The Official Game of the FIA World Rally Championship (Europe) (Beta) (2004-07-12),TCES-52389
"WRC 4 - The Official Game of the FIA World Rally Championship (Europe) (En,Fr,De,Es,It) (Demo)",SCED-52869
"WRC 4 - The Official Game of the FIA World Rally Championship (Europe) (En,Fr,De,Es,It) (Ford Fiesta Sports Edition Demo)",SCED-52945
"WRC 4 - The Official Game of the FIA World Rally Championship (Europe) (En,Fr,De,Es,It,Pt,No,Fi) (v1.01)",SCES-52389
"WRC 4 - The Official Game of the FIA World Rally Championship (Europe, Australia) (En,Fr,De,Es,It,Pt,No,Fi) (v2.00)",SCES-52389
"WRC 4 - The Official Game of the FIA World Rally Championship (France) (En,Fr,De,Es,It) (Demo)",SCED-52880
WRC 4 - The Official Game of the FIA World Rally Championship (Japan) (v1.02),SLPM-65975
WRC 4 - The Official Game of the FIA World Rally Championship (Japan) (v2.00),SLPM-65975
WRC 5 WT (Europe) (Beta) (2005-06-02),TCES-53247
WRC avec Sebastien Loeb Edition 2005 (France),SCES-53680
WRC II Extreme - Peugeot Special Demo (France),SCED-51304
WRC II Extreme - Special Demo (Europe) (Demo 1),SCED-51305
WRC II Extreme - Special Demo (Europe) (Demo 2),SCED-51632
"WRC II Extreme (Europe, Australia) (En,Fr,De,Es,It,Pt,Fi)",SCES-50934
WRC II Extreme (Japan),SLPM-65284
WRC II Extreme (Japan),SLPM-65573
"Wreckless - The Yakuza Missions (Europe) (En,Fr,De)",SLES-51202
Wreckless - The Yakuza Missions (USA),SLUS-20431
Wreckless - The Yakuza Missions (USA) (Beta) (2002-09-09),SLUS-20431
Wrestle Angels Survivor (Japan),SLPM-66927
Wrestle Angels Survivor 2 (Japan),SLPM-55056
Wrestle Kingdom (Japan),SLPM-66401
Wrestle Kingdom (Japan) (Taikenban),SLPM-60278
Wrestle Kingdom 2 - Pro Wrestling Sekai Taisen (Japan),SLPM-66714
"WTA Tour Tennis (Europe) (En,Fr,De)",SLES-50283
WTA Tour Tennis (Japan),SLPM-62046
WTA Tour Tennis (USA),SLUS-20357
"WWE All Stars (Europe, Australia) (En,Fr,De,Es,It)",SLES-55648
"WWE All Stars (USA) (En,Fr,De,Es,It)",SLUS-21940
WWE Crush Hour (Europe),SLES-51600
WWE Crush Hour (USA),SLUS-20385
"WWE SmackDown vs. Raw 2007 (Europe, Australia)",SLES-54489
WWE SmackDown vs. Raw 2007 (Italy),SLES-54488
WWE SmackDown vs. Raw 2007 (Japan),SLPM-66627
WWE SmackDown vs. Raw 2007 (Korea),SLKA-25168
WWE SmackDown vs. Raw 2007 (USA) (v1.01),SLUS-21427
WWE SmackDown vs. Raw 2007 (USA) (v2.01),SLUS-21427
